iter	Passed	Remaining
407	9928	14406
408	9952	14380
409	9978	14359
410	10004	14336
411	10028	14313
412	10054	14290
413	10093	14286
414	10133	14284
415	10164	14269
416	10193	14250
417	10218	14228
418	10245	14207
419	10274	14188
420	10307	14175
421	10347	14172
422	10382	14161
423	10417	14151
424	10447	14134
425	10470	14108
426	10490	14077
427	10510	14046
428	10531	14017
429	10553	13989
430	10574	13960
431	10592	13927
432	10613	13898
433	10638	13874
434	10660	13846
435	10683	13819
436	10709	13797
437	10732	13771
438	10756	13745
439	10783	13724
440	10804	13695
441	10825	13667
442	10845	13636
443	10867	13608
444	10887	13579
445	10909	13550
446	10929	13521
447	10949	13491
448	10969	13461
449	10997	13440
450	11018	13413
451	11040	13384
452	11061	13357
453	11085	13331
454	11108	13305
455	11131	13279
456	11155	13254
457	11179	13229
458	11202	13204
459	11225	13177
460	11248	13151
461	11270	13124
462	11292	13097
463	11317	13073
464	11344	13052
465	11368	13027
466	11392	13002
467	11414	12975
468	11434	12946
469	11456	12919
470	11476	12889
471	11500	12864
472	11529	12845
473	11560	12829
474	11590	12810
475	11619	12791
476	11651	12775
477	11688	12764
478	11719	12746
479	11749	12728
480	11778	12708
481	11808	12690
482	11835	12668
483	11857	12641
484	11875	12610
485	11895	12580
486	11917	12553
487	11936	12523
488	11957	12495
489	11979	12468
490	11999	12439
491	12020	12411
492	12039	12381
493	12059	12352
494	12080	12324
495	12106	12301
496	12134	12281
497	12155	12252
498	12175	12224
499	12195	12195
500	12217	12169
501	12239	12141
502	12260	12114
503	12280	12085
504	12304	12060
505	12329	12036
506	12357	12016
507	12393	12003
508	12426	11986
509	12451	11963
510	12474	11936
511	12494	11908
512	12514	11880
513	12534	11851
514	12555	11824
515	12576	11796
516	12599	11771
517	12622	11745
518	12644	11718
519	12663	11689
520	12682	11660
521	12701	11631
522	12719	11600
523	12739	11572
524	12758	11543
525	12777	11514
526	12796	11485
527	12815	11455
528	12833	11426
529	12854	11399
530	12874	11371
531	12895	11344
532	12915	11315
533	12936	11289
534	12959	11263
535	12979	11236
536	13001	11210
537	13022	11183
538	13044	11156
539	13068	11132
540	13090	11106
541	13112	11080
542	13137	11057
543	13161	11032
544	13184	11007
545	13210	10984
546	13233	10959
547	13255	10933
548	13280	10909
549	13306	10887
550	13330	10862
551	13353	10837
552	13378	10813
553	13404	10791
554	13427	10766
555	13450	10741
556	13477	10719
557	13516	10706
558	13551	10690
559	13577	10668
560	13607	10647
561	13635	10627
562	13661	10604
563	13686	10580
564	13713	10558
565	13743	10537
566	13768	10514
567	13795	10492
568	13825	10472
569	13850	10448
570	13878	10427
571	13910	10408
572	13946	10392
573	13972	10369
574	13999	10347
575	14025	10324
576	14052	10301
577	14076	10277
578	14102	10254
579	14129	10232
580	14133	10192
581	14158	10168
582	14188	10148
583	14217	10127
584	14245	10105
585	14272	10083
586	14301	10062
587	14328	10039
588	14354	10016
589	14378	9991
590	14400	9965
591	14421	9939
592	14440	9911
593	14461	9884
594	14487	9861
595	14514	9838
596	14546	9819
597	14581	9801
598	14608	9779
599	14631	9754
600	14651	9727
601	14672	9700
602	14692	9673
603	14711	9645
604	14732	9618
605	14752	9591
606	14774	9565
607	14794	9538
608	14812	9510
609	14834	9484
610	14856	9458
611	14878	9432
612	14898	9405
613	14917	9378
614	14937	9351
615	14956	9323
616	14975	9295
617	14995	9269
618	15014	9241
619	15033	9214
620	15052	9186
621	15073	9160
622	15091	9132
623	15110	9105
624	15132	9079
625	15153	9053
626	15175	9027
627	15200	9004
628	15224	8979
629	15246	8954
630	15272	8930
631	15293	8905
632	15318	8881
633	15344	8858
634	15368	8833
635	15392	8809
636	15418	8786
637	15441	8761
638	15466	8737
639	15494	8715
640	15517	8690
641	15538	8664
642	15562	8640
643	15585	8615
644	15605	8589
645	15625	8562
646	15647	8537
647	15675	8514
648	15697	8489
649	15721	8465
650	15743	8440
651	15766	8415
652	15790	8390
653	15813	8366
654	15837	8342
655	15859	8316
656	15885	8293
657	15910	8269
658	15932	8244
659	15955	8219
660	15977	8194
661	16007	8172
662	16034	8150
663	16056	8124
664	16078	8099
665	16100	8074
666	16122	8049
667	16147	8025
668	16174	8002
669	16206	7982
670	16231	7958
671	16253	7933
672	16277	7909
673	16302	7885
674	16323	7859
675	16346	7834
676	16369	7810
677	16395	7786
678	16416	7761
679	16437	7735
680	16466	7713
681	16489	7688
682	16513	7664
683	16538	7640
684	16562	7616
685	16583	7590
686	16607	7566
687	16636	7544
688	16660	7520
689	16685	7496
690	16706	7470
691	16734	7448
692	16767	7428
693	16799	7407
694	16836	7388
695	16866	7367
696	16902	7347
697	16942	7330
698	16971	7308
699	17000	7285
700	17023	7260
701	17049	7237
702	17075	7213
703	17102	7190
704	17122	7164
705	17148	7141
706	17174	7117
707	17201	7094
708	17229	7071
709	17255	7047
710	17275	7022
711	17297	6996
712	17320	6972
713	17343	6947
714	17365	6921
715	17385	6895
716	17405	6869
717	17429	6845
718	17455	6822
719	17481	6798
720	17508	6775
721	17532	6750
722	17557	6726
723	17583	6702
724	17606	6678
725	17628	6653
726	17650	6627
727	17669	6601
728	17690	6576
729	17711	6550
730	17731	6525
731	17754	6500
732	17779	6476
733	17804	6452
734	17829	6428
735	17854	6404
736	17881	6381
737	17905	6356
738	17927	6331
739	17950	6306
740	17970	6281
741	17992	6256
742	18014	6231
743	18036	6205
744	18059	6181
745	18090	6159
746	18116	6135
747	18141	6111
748	18162	6086
749	18185	6061
750	18206	6036
751	18229	6011
752	18254	5987
753	18277	5963
754	18300	5938
755	18323	5913
756	18346	5889
757	18368	5864
758	18391	5839
759	18418	5816
760	18450	5794
761	18489	5774
762	18532	5756
763	18568	5735
764	18605	5715
765	18633	5692
766	18662	5669
767	18683	5643
768	18713	5621
769	18744	5598
770	18772	5575
771	18799	5552
772	18824	5528
773	18849	5503
774	18873	5479
775	18895	5454
776	18914	5428
777	18936	5403
778	18954	5377
779	18974	5351
780	18993	5325
781	19011	5299
782	19030	5274
783	19053	5249
784	19072	5223
785	19092	5198
786	19112	5172
787	19133	5147
788	19153	5122
789	19174	5096
790	19193	5071
791	19213	5046
792	19232	5020
793	19253	4995
794	19274	4970
795	19295	4945
796	19315	4919
797	19342	4896
798	19365	4871
799	19386	4846
800	19406	4821
801	19426	4796
802	19448	4771
803	19479	4748
804	19502	4724
805	19525	4699
806	19548	4675
807	19570	4650
808	19593	4625
809	19619	4602
810	19641	4577
811	19666	4553
812	19692	4529
813	19714	4504
814	19740	4480
815	19767	4457
816	19790	4432
817	19812	4408
818	19832	4382
819	19852	4357
820	19873	4332
821	19895	4308
822	19916	4283
823	19940	4259
824	19963	4234
825	19987	4210
826	20010	4185
827	20032	4161
828	20056	4137
829	20083	4113
830	20112	4090
831	20137	4066
832	20162	4042
833	20186	4018
834	20211	3993
835	20234	3969
836	20259	3945
837	20281	3920
838	20306	3896
839	20334	3873
840	20365	3850
841	20389	3826
842	20413	3801
843	20435	3777
844	20459	3752
845	20482	3728
846	20507	3704
847	20531	3680
848	20554	3655
849	20574	3630
850	20594	3605
851	20614	3580
852	20635	3556
853	20663	3532
854	20691	3509
855	20720	3485
856	20746	3461
857	20776	3438
858	20811	3416
859	20841	3392
860	20863	3368
861	20885	3343
862	20908	3319
863	20931	3294
864	20953	3270
865	20974	3245
866	21000	3221
867	21027	3197
868	21055	3174
869	21078	3149
870	21099	3124
871	21124	3100
872	21146	3076
873	21165	3051
874	21186	3026
875	21204	3001
876	21225	2976
877	21247	2952
878	21268	2927
879	21289	2903
880	21312	2878
881	21334	2854
882	21357	2829
883	21380	2805
884	21401	2780
885	21421	2756
886	21441	2731
887	21464	2707
888	21488	2683
889	21509	2658
890	21533	2634
891	21557	2610
892	21577	2585
893	21600	2561
894	21625	2537
895	21648	2512
896	21675	2488
897	21702	2465
898	21728	2441
899	21755	2417
900	21780	2393
901	21807	2369
902	21838	2345
903	21868	2322
904	21896	2298
905	21931	2275
906	21959	2251
907	21986	2227
908	22016	2204
909	22045	2180
910	22068	2156
911	22099	2132
912	22143	2110
913	22177	2086
914	22206	2062
915	22234	2038
916	22257	2014
917	22282	1990
918	22306	1966
919	22336	1942
920	22369	1918
921	22395	1894
922	22419	1870
923	22444	1846
924	22472	1822
925	22501	1798
926	22526	1773
927	22550	1749
928	22578	1725
929	22604	1701
930	22630	1677
931	22658	1653
932	22685	1629
933	22709	1604
934	22735	1580
935	22760	1556
936	22784	1531
937	22813	1507
938	22838	1483
939	22864	1459
940	22887	1435
941	22911	1410
942	22938	1386
943	22961	1362
944	22993	1338
945	23031	1314
946	23058	1290
947	23085	1266
948	23112	1242
949	23134	1217
950	23157	1193
951	23185	1168
952	23210	1144
953	23233	1120
954	23258	1095
955	23281	1071
956	23306	1047
957	23332	1022
958	23355	998
959	23377	974
960	23398	949
961	23420	925
962	23442	900
963	23462	876
964	23483	851
965	23505	827
966	23529	802
967	23556	778
968	23587	754
969	23609	730
970	23634	705
971	23659	681
972	23683	657
973	23709	632
974	23733	608
975	23760	584
976	23784	559
977	23805	535
978	23827	511
979	23848	486
980	23870	462
981	23898	438
982	23930	413
983	23972	389
984	24006	365
985	24039	341
986	24067	316
987	24090	292
988	24113	268
989	24138	243
990	24165	219
991	24190	195
992	24213	170
993	24240	146
994	24262	121
995	24285	97
996	24309	73
997	24329	48
998	24352	24
999	24372	0
