iter	Logloss
0	0.6925362637
1	0.6919440894
2	0.6913515863
3	0.6907489125
4	0.6901490422
5	0.6895783502
6	0.6890044432
7	0.6884246808
8	0.687867387
9	0.6872977725
10	0.6867455712
11	0.6861715526
12	0.6855787786
13	0.6849971104
14	0.6844187701
15	0.683913661
16	0.6833739216
17	0.6827836048
18	0.6822584789
19	0.6816912492
20	0.6811591595
21	0.6806119042
22	0.6800951664
23	0.679512311
24	0.6789971831
25	0.6784486307
26	0.6779390852
27	0.6773607826
28	0.6768646463
29	0.6762936017
30	0.6756953792
31	0.6751541718
32	0.6745971342
33	0.6740609467
34	0.6735619244
35	0.6730019042
36	0.6724400901
37	0.6719629945
38	0.6714460918
39	0.6708954989
40	0.670391796
41	0.6698113955
42	0.6692900519
43	0.6687270055
44	0.6681946201
45	0.6676872174
46	0.6670919157
47	0.6665089468
48	0.6659800676
49	0.6654400733
50	0.6650061571
51	0.6644660679
52	0.6639051285
53	0.6633959978
54	0.6629044968
55	0.6624294126
56	0.6618747084
57	0.6613274075
58	0.6608542131
59	0.6603046535
60	0.6598313275
61	0.6593332393
62	0.6588238551
63	0.6582368746
64	0.6577341158
65	0.6572298887
66	0.6567000273
67	0.6562539705
68	0.6557260941
69	0.6552418799
70	0.6547331662
71	0.654217153
72	0.6537397603
73	0.6532020895
74	0.6527091122
75	0.6521921719
76	0.6517113334
77	0.6512270898
78	0.6507400812
79	0.6503014443
80	0.6498157979
81	0.649348412
82	0.6488743077
83	0.648415639
84	0.6479512533
85	0.6474532126
86	0.6469466161
87	0.6464624362
88	0.6460209306
89	0.6455649682
90	0.6450270966
91	0.6445593987
92	0.644073806
93	0.6435803316
94	0.6430809513
95	0.6426001442
96	0.6422094487
97	0.641756267
98	0.6412656775
99	0.6407479905
100	0.6402493885
101	0.6397685992
102	0.6393207819
103	0.6388641462
104	0.6384104764
105	0.6379012446
106	0.6374343814
107	0.6370043478
108	0.636551098
109	0.6360448393
110	0.6355877191
111	0.6350857232
112	0.6346183774
113	0.6340839114
114	0.63364027
115	0.6331844453
116	0.6327256621
117	0.632257682
118	0.6317617572
119	0.6313474939
120	0.6309252814
121	0.6304565246
122	0.6299847017
123	0.6295144219
124	0.6290917748
125	0.6286474835
126	0.6281377575
127	0.6276800455
128	0.6272953402
129	0.6268614024
130	0.6264674828
131	0.6259685517
132	0.625518324
133	0.6250305072
134	0.6245608267
135	0.6241130698
136	0.62366243
137	0.6231683382
138	0.6227222671
139	0.6223056951
140	0.6219427971
141	0.6215674274
142	0.621109586
143	0.6207290604
144	0.6202804104
145	0.6198346986
146	0.619407859
147	0.6189670806
148	0.6185409008
149	0.6181332769
150	0.6176825475
151	0.6172027763
152	0.6167753005
153	0.6163432594
154	0.6158934658
155	0.6155709049
156	0.6151580458
157	0.614744603
158	0.614283431
159	0.6138580373
160	0.613401784
161	0.6129743895
162	0.6125615302
163	0.6121419677
164	0.611778388
165	0.6113301188
166	0.6109156309
167	0.610523548
168	0.6101362099
169	0.6097162452
170	0.6092794689
171	0.6088656798
172	0.6084584077
173	0.6080642668
174	0.6076856043
175	0.6072940025
176	0.6069320755
177	0.6065035891
178	0.6061206562
179	0.6057245841
180	0.6053336018
181	0.6049747484
182	0.604561539
183	0.604178914
184	0.6038071991
185	0.6033829367
186	0.6029761375
187	0.6025719536
188	0.6021538508
189	0.6017418531
190	0.6013722172
191	0.6010177702
192	0.6006217125
193	0.600200297
194	0.5998370202
195	0.5994230913
196	0.5990496991
197	0.5986265903
198	0.5982445993
199	0.5978333119
200	0.5974087531
201	0.597099694
202	0.5967485862
203	0.5963693323
204	0.5959432294
205	0.595524721
206	0.595185931
207	0.5948589809
208	0.5944454183
209	0.5940461868
210	0.5936373401
211	0.5932487389
212	0.5928879212
213	0.5925590501
214	0.5922087363
215	0.5918303534
216	0.5914303606
217	0.5910754887
218	0.5907133927
219	0.5903568785
220	0.5899928828
221	0.5896171909
222	0.5892672892
223	0.5889029014
224	0.5885711223
225	0.5881965118
226	0.5878278621
227	0.5874001878
228	0.587050743
229	0.5866763946
230	0.5862599707
231	0.585922143
232	0.585546131
233	0.5852258173
234	0.5848625009
235	0.5845106274
236	0.5841238222
237	0.5837461446
238	0.583424978
239	0.5830599221
240	0.5826695971
241	0.5822856986
