iter	Passed	Remaining
250	5708	17034
251	5728	17004
252	5750	16978
253	5772	16953
254	5794	16930
255	5819	16913
256	5842	16892
257	5846	16813
258	5866	16783
259	5887	16756
260	5908	16728
261	5928	16698
262	5948	16669
263	5970	16643
264	5991	16617
265	6012	16590
266	6032	16560
267	6053	16533
268	6075	16510
269	6101	16495
270	6121	16467
271	6143	16441
272	6165	16420
273	6186	16391
274	6210	16374
275	6232	16348
276	6252	16319
277	6271	16288
278	6292	16260
279	6297	16194
280	6316	16161
281	6339	16140
282	6360	16115
283	6380	16085
284	6402	16061
285	6422	16034
286	6444	16010
287	6468	15990
288	6491	15969
289	6512	15943
290	6533	15918
291	6554	15892
292	6575	15866
293	6596	15841
294	6619	15819
295	6639	15792
296	6660	15765
297	6682	15742
298	6702	15713
299	6721	15683
300	6743	15660
301	6767	15641
302	6788	15615
303	6813	15599
304	6837	15580
305	6858	15555
306	6882	15535
307	6904	15513
308	6924	15484
309	6945	15460
310	6965	15431
311	6986	15405
312	7006	15379
313	7028	15355
314	7048	15327
315	7068	15301
316	7090	15277
317	7112	15253
318	7135	15233
319	7156	15207
320	7175	15177
321	7195	15151
322	7214	15122
323	7234	15094
324	7255	15068
325	7273	15038
326	7294	15012
327	7312	14982
328	7333	14955
329	7352	14928
330	7372	14901
331	7396	14882
332	7415	14853
333	7439	14834
334	7461	14812
335	7482	14785
336	7503	14762
337	7523	14735
338	7543	14708
339	7566	14687
340	7587	14663
341	7609	14639
342	7630	14616
343	7653	14595
344	7675	14572
345	7697	14549
346	7721	14531
347	7744	14510
348	7779	14512
349	7809	14503
350	7835	14487
351	7868	14485
352	7895	14470
353	7916	14447
354	7940	14427
355	7963	14405
356	7995	14400
357	8020	14383
358	8044	14362
359	8075	14355
360	8100	14339
361	8122	14315
362	8144	14291
363	8166	14268
364	8189	14247
365	8210	14221
366	8232	14199
367	8253	14173
368	8275	14150
369	8295	14124
370	8315	14098
371	8337	14074
372	8359	14052
373	8382	14031
374	8406	14011
375	8430	13991
376	8452	13968
377	8479	13952
378	8501	13929
379	8524	13908
380	8545	13883
381	8568	13861
382	8588	13835
383	8607	13807
384	8626	13780
385	8648	13756
386	8670	13734
387	8697	13718
388	8721	13699
389	8747	13682
390	8771	13661
391	8792	13637
392	8813	13613
393	8835	13589
394	8856	13564
395	8878	13542
396	8900	13519
397	8922	13496
398	8947	13476
399	8972	13459
400	9004	13450
401	9035	13441
402	9064	13427
403	9094	13416
404	9120	13399
405	9148	13384
406	9174	13367
407	9199	13348
408	9225	13331
409	9251	13312
410	9274	13290
411	9303	13278
412	9309	13232
413	9338	13217
414	9366	13204
415	9396	13191
416	9419	13169
417	9445	13151
418	9469	13130
419	9493	13110
420	9519	13092
421	9542	13070
422	9567	13051
423	9592	13031
424	9616	13010
425	9641	12991
426	9668	12974
427	9683	12942
428	9708	12921
429	9733	12903
430	9760	12885
431	9779	12858
432	9800	12832
433	9823	12811
434	9844	12786
435	9867	12763
436	9887	12738
437	9909	12715
438	9930	12690
439	9952	12666
440	9974	12643
441	9996	12620
442	10020	12599
443	10043	12576
444	10065	12554
445	10086	12528
446	10105	12502
447	10127	12479
448	10149	12455
449	10170	12430
450	10188	12402
451	10207	12375
452	10225	12347
453	10244	12319
454	10262	12292
455	10282	12267
456	10303	12242
457	10323	12216
458	10344	12192
459	10366	12169
460	10385	12142
461	10404	12115
462	10422	12088
463	10441	12061
464	10462	12037
465	10481	12011
466	10501	11985
467	10519	11958
468	10541	11935
469	10561	11910
470	10580	11883
471	10598	11856
472	10618	11830
473	10637	11804
474	10658	11780
475	10678	11755
476	10698	11730
477	10718	11705
478	10737	11679
479	10759	11655
480	10779	11630
481	10801	11608
482	10823	11584
483	10842	11558
484	10862	11534
485	10883	11510
486	10903	11486
487	10924	11461
488	10944	11437
489	10964	11411
490	10985	11388
491	11007	11365
492	11029	11343
493	11051	11319
494	11074	11298
495	11096	11275
496	11119	11253
497	11138	11228
498	11158	11203
499	11177	11177
500	11198	11153
501	11217	11128
502	11237	11103
503	11256	11077
504	11280	11056
505	11305	11037
506	11333	11020
507	11358	11000
508	11379	10977
509	11401	10954
510	11421	10929
511	11443	10907
512	11462	10881
513	11484	10859
514	11505	10835
515	11528	10813
516	11549	10789
517	11569	10765
518	11590	10742
519	11616	10722
520	11639	10701
521	11664	10681
522	11686	10658
523	11704	10632
524	11727	10610
525	11748	10586
526	11769	10563
527	11790	10539
528	11810	10515
529	11832	10492
530	11856	10472
531	11879	10450
532	11898	10425
533	11920	10402
534	11944	10381
535	11964	10357
536	11987	10335
537	12010	10313
538	12030	10289
539	12051	10266
540	12071	10241
541	12090	10217
542	12111	10192
543	12132	10169
544	12152	10145
545	12171	10121
546	12191	10096
547	12213	10074
548	12236	10051
549	12257	10028
550	12278	10005
551	12300	9982
552	12321	9959
553	12344	9938
554	12365	9915
555	12388	9893
556	12410	9870
557	12430	9846
558	12450	9822
559	12470	9798
560	12491	9774
561	12511	9751
562	12531	9727
563	12553	9704
564	12574	9681
565	12594	9657
566	12614	9633
567	12634	9609
568	12656	9586
569	12677	9563
570	12698	9540
571	12717	9516
572	12737	9491
573	12755	9466
574	12776	9443
575	12794	9418
576	12814	9394
577	12833	9370
578	12853	9345
579	12873	9322
580	12899	9303
581	12922	9281
582	12943	9258
583	12964	9234
584	12984	9211
585	13005	9188
586	13024	9163
587	13046	9141
588	13067	9118
589	13087	9094
590	13110	9073
591	13130	9049
592	13154	9028
593	13176	9005
594	13198	8983
595	13222	8962
596	13244	8940
597	13266	8918
598	13288	8895
599	13309	8872
600	13329	8849
601	13348	8825
602	13368	8801
603	13387	8777
604	13409	8754
605	13433	8733
606	13452	8709
607	13473	8686
608	13493	8663
609	13516	8641
610	13537	8619
611	13558	8596
612	13578	8572
613	13601	8550
614	13623	8528
615	13642	8504
616	13663	8481
617	13684	8458
618	13705	8435
619	13727	8413
620	13747	8390
621	13767	8366
622	13788	8343
623	13807	8320
624	13827	8296
625	13849	8274
626	13871	8252
627	13895	8231
628	13918	8209
629	13943	8189
630	13972	8171
631	13995	8149
632	14015	8125
633	14038	8104
634	14061	8082
635	14083	8060
636	14104	8037
637	14126	8015
638	14147	7992
639	14168	7969
640	14190	7947
641	14213	7925
642	14242	7907
643	14271	7889
644	14308	7875
645	14337	7856
646	14359	7834
647	14378	7810
648	14398	7787
649	14418	7763
650	14438	7740
651	14459	7717
652	14483	7696
653	14503	7673
654	14526	7651
655	14546	7628
656	14573	7608
657	14594	7585
658	14619	7564
659	14640	7541
660	14661	7519
661	14683	7496
662	14702	7473
663	14723	7450
664	14745	7427
665	14766	7405
666	14789	7383
667	14808	7360
668	14830	7337
669	14854	7316
670	14875	7293
671	14897	7271
672	14920	7249
673	14941	7226
674	14960	7203
675	14982	7180
676	15006	7159
677	15029	7137
678	15049	7114
679	15069	7091
680	15092	7069
681	15111	7046
682	15131	7022
683	15150	6999
684	15171	6976
685	15194	6954
686	15217	6933
687	15239	6910
688	15260	6888
689	15287	6868
690	15306	6844
691	15324	6820
692	15344	6797
693	15347	6767
694	15371	6745
695	15397	6725
696	15421	6704
697	15445	6682
698	15467	6660
699	15494	6640
700	15518	6619
701	15542	6598
702	15564	6575
703	15586	6553
704	15607	6530
705	15626	6507
706	15645	6483
707	15664	6460
708	15683	6437
709	15703	6414
710	15721	6390
711	15740	6366
712	15760	6343
713	15781	6321
714	15803	6299
715	15824	6276
716	15844	6253
717	15866	6231
718	15886	6208
719	15907	6186
720	15926	6162
721	15946	6140
722	15967	6117
723	15987	6094
724	16010	6072
725	16032	6050
726	16057	6029
727	16082	6008
728	16105	5987
729	16130	5966
730	16154	5944
731	16179	5923
732	16200	5901
733	16221	5878
734	16242	5856
735	16263	5833
736	16282	5810
737	16302	5787
738	16305	5758
739	16328	5737
740	16351	5715
741	16374	5693
742	16395	5671
743	16415	5648
744	16435	5625
745	16456	5603
746	16477	5580
747	16498	5558
748	16521	5536
749	16543	5514
750	16564	5492
751	16585	5469
752	16606	5447
753	16625	5424
754	16646	5401
755	16666	5379
756	16685	5356
757	16704	5333
758	16723	5310
759	16744	5287
760	16764	5265
761	16787	5243
762	16806	5220
763	16825	5197
764	16847	5175
765	16869	5153
766	16888	5130
767	16908	5107
768	16927	5084
769	16944	5061
770	16965	5039
771	16985	5016
772	17006	4994
773	17027	4971
774	17048	4949
775	17071	4927
776	17096	4906
777	17122	4885
778	17150	4865
779	17179	4845
780	17210	4825
781	17235	4804
782	17264	4784
783	17294	4764
784	17322	4744
785	17348	4723
786	17376	4702
787	17402	4681
788	17432	4661
789	17458	4640
790	17480	4618
791	17503	4596
792	17525	4574
793	17545	4552
794	17566	4529
795	17587	4507
796	17610	4485
797	17632	4463
798	17654	4441
799	17675	4418
800	17695	4396
801	17717	4374
802	17736	4351
803	17759	4329
804	17781	4307
805	17805	4285
806	17828	4263
807	17850	4241
808	17871	4219
809	17894	4197
810	17916	4175
811	17936	4152
812	17957	4130
813	17977	4107
814	17997	4085
815	18018	4063
816	18041	4041
817	18061	4018
818	18083	3996
819	18106	3974
820	18130	3952
821	18156	3931
822	18182	3910
823	18204	3888
824	18226	3866
825	18247	3843
826	18270	3821
827	18292	3799
828	18314	3777
829	18334	3755
830	18356	3733
831	18378	3711
832	18401	3689
833	18423	3667
834	18451	3646
835	18475	3624
836	18498	3602
837	18519	3580
838	18544	3558
839	18570	3537
840	18594	3515
841	18617	3493
842	18640	3471
843	18662	3449
844	18689	3428
845	18712	3406
846	18733	3383
847	18759	3362
848	18783	3340
849	18804	3318
850	18826	3296
851	18846	3273
852	18868	3251
853	18890	3229
854	18913	3207
855	18933	3185
856	18957	3163
857	18978	3140
858	18999	3118
859	19018	3096
860	19040	3073
861	19061	3051
862	19083	3029
863	19105	3007
864	19127	2985
865	19149	2963
866	19169	2940
867	19189	2918
868	19212	2896
869	19236	2874
870	19257	2852
871	19280	2830
872	19304	2808
873	19324	2785
874	19346	2763
875	19367	2741
876	19387	2719
877	19410	2697
878	19431	2674
879	19454	2652
880	19476	2630
881	19498	2608
882	19521	2586
883	19543	2564
884	19563	2542
885	19582	2519
886	19602	2497
887	19620	2474
888	19640	2452
889	19659	2429
890	19677	2407
891	19700	2385
892	19719	2362
893	19741	2340
894	19763	2318
895	19787	2296
896	19808	2274
897	19831	2252
898	19855	2230
899	19879	2208
900	19902	2186
901	19929	2165
902	19953	2143
903	19978	2121
904	20004	2099
905	20035	2078
906	20061	2056
907	20089	2035
908	20118	2014
909	20144	1992
910	20172	1970
911	20200	1949
912	20225	1927
913	20250	1905
914	20276	1883
915	20301	1861
916	20325	1839
917	20356	1818
918	20385	1796
919	20411	1774
920	20435	1752
921	20465	1731
922	20491	1709
923	20520	1687
924	20548	1666
925	20569	1643
926	20589	1621
927	20610	1599
928	20631	1576
929	20654	1554
930	20676	1532
931	20697	1510
932	20718	1487
933	20741	1465
934	20765	1443
935	20788	1421
936	20810	1399
937	20831	1376
938	20850	1354
939	20872	1332
940	20894	1310
941	20915	1287
942	20936	1265
943	20957	1243
944	20978	1220
945	21001	1198
946	21023	1176
947	21046	1154
948	21068	1132
949	21089	1109
950	21112	1087
951	21132	1065
952	21152	1043
953	21171	1020
954	21192	998
955	21213	976
956	21236	954
957	21256	931
958	21278	909
959	21299	887
960	21325	865
961	21348	843
962	21375	821
963	21401	799
964	21423	777
965	21444	754
966	21466	732
967	21485	710
968	21507	688
969	21530	665
970	21551	643
971	21572	621
972	21592	599
973	21613	576
974	21634	554
975	21654	532
976	21678	510
977	21706	488
978	21746	466
979	21774	444
980	21799	422
981	21822	400
982	21844	377
983	21866	355
984	21886	333
985	21905	311
986	21926	288
987	21947	266
988	21968	244
989	21987	222
990	22007	199
991	22029	177
992	22049	155
993	22068	133
994	22085	110
995	22105	88
996	22128	66
997	22146	44
998	22166	22
999	22185	0
